PClass;Name;Sex;Age;Survived
third;ckid, Mr Said;male;-1.0;false
third;ckid, Mrs Said;female;-1.0;false
third;hill, Mr Toufik;male;-1.0;false
third;idenoff, Mr Penko;male;-1.0;false
third;ncarrow, W H;male;-1.0;false
third;Niklasen, Sander;male;-1.0;false
third;Nosworthy, Richard C;male;-1.0;false
third;jib, Miss Adele Kiamie;female;-1.0;true
third;ncarrow, Mr William Henry;male;-1.0;false
third;nkoff, Mr Minko;male;-1.0;false
third;sr, Mr Mustafa;male;-1.0;false
third;ssr, Mr Saade Jean;male;-1.0;false
third;ughton, Miss Hanh;female;-1.0;false
third;Nemaugh, Mr Robert;male;-1.0;false
third;Nenkoff, Mr Christo;male;-1.0;false
third;Nicola-Yarred, Miss Jamila;female;-1.0;true
third;Nicola-Yarred, Master Elias;male;-1.0;false
third;Nieminen, Miss Manta Josefi;female;-1.0;false
third;Niklasson, Mr Samuel;male;-1.0;false
third;Nilsson, Mr August Ferdind;male;-1.0;false
third;Nilsson, Miss Berta Olivia;female;-1.0;true
third;Nilsson, Miss Helmi Josefi;female;-1.0;false
third;Niskanen, Mr Johan;male;-1.0;false
third;Nosworthy, Mr Richard Cater;male;-1.0;false
third;Novel, Mansouer;male;-1.0;true
third;Nysten, Miss An;female;-1.0;false
third;Nysveen, Mr Johan H;male;-1.0;false
third;O'Brien, Mr Denis;male;-1.0;false
third;O'Brien, Mr Thomas;male;-1.0;false
third;O'Brien, Mrs Thomas;female;-1.0;true
third;O'Connell, Mr Patrick D;male;-1.0;false
third;O'Connor, Mr Maurice;male;-1.0;false
third;O'Connor, Mr Patrick;male;-1.0;false
third;Odahl, Mr Nils Martin;male;-1.0;true
third;O'Dwyer, Miss Nellie;female;-1.0;false
third;Ohman, Miss Velin;female;-1.0;false
third;O'Keefe, Mr Patrick;male;-1.0;false
third;OLeary, Miss Norah;female;-1.0;false
third;Olsen, Master Arthur;male;-1.0;false
third;Olsen, Mr Charlie (Carl);male;-1.0;false
third;Olsen, Mr Henry Margido;male;-1.0;false
third;Olsen, Mr Ole M;male;-1.0;false
third;Olsson, Miss Elida;female;-1.0;false
third;Olsson, Mr Nils Johan;male;-1.0;false
third;Olsson, Mr Oscar Johansson;male;-1.0;true
third;O'Neill, Miss Bridget;female;-1.0;false
third;Oreskovic, Mr Jeko;male;-1.0;false
third;Oreskovic, Mr Luka;male;-1.0;false
third;Oreskovic, Mr Maria;male;-1.0;false
third;Osen, Mr Olof Elon;male;-1.0;false
third;Osman, Miss Maria;female;-1.0;true
third;O'Sullivan, Miss Bridget;female;-1.0;false
third;Panula, Mr Ernesti Arvid;male;-1.0;false
third;Panula, Mr Jaako Arnold;male;-1.0;false
third;Panula, Master Juha Niilo;male;-1.0;false
third;Panula, Mrs John;female;-1.0;false
third;Panula, Master Urho Abraham;male;-1.0;false
third;Panula, Master William;male;-1.0;false
third;Pasic, Mr Jakob;male;-1.0;false
third;Paulner, Mr Uscher;male;-1.0;false
third;Paulsson, Master Gosta Leord;male;-1.0;false
third;Paulsson, Mrs Nils;female;-1.0;false
third;Paulsson, Master Paul Folke;male;-1.0;false
third;Paulsson, Miss Sti Viola;female;-1.0;false
third;Paulsson, Miss Torborg Danira;female;-1.0;false
third;Pavlovic, Mr Stefo;male;-1.0;false
third;Peacock, Master Alfred Edward;male;-1.0;false
third;Peacock, Mrs Benjamin;female;-1.0;false
third;Peacock, Miss Treasteall;female;-1.0;false
third;Pearce, Mr Ernest;male;-1.0;false
third;Pecruic, Mr Mate;male;-1.0;false
third;Pecruic, Mr Tome;male;-1.0;false
third;Pedersen, Mr Olaf;male;-1.0;false
third;Peduzzi, Mr Joseph;male;-1.0;false
third;Pekoniemi, Mr Edvard;male;-1.0;true
third;Peltomaki, Nikolai Johannes;male;-1.0;false
third;Perkin, Mr John Henry;male;-1.0;false
third;Persson, Mr Ernst Ulrik;male;-1.0;true
third;Peter (Joseph), Miss Mary;female;-1.0;false
third;Peter (Joseph), Mrs Catherine;female;-1.0;false
third;Peter (Joseph), Master Michael J;male;-1.0;false
third;Peters, Miss Katie;female;-1.0;false
third;Petersen, Mr Marius;male;-1.0;false
third;Petranec, Miss Matilda;female;-1.0;false
third;Petroff, Mr Nedeca;male;-1.0;false
third;Petroff, Mr Pentcho;male;-1.0;false
third;Pettersson, Miss Ellen talia;female;-1.0;false
third;Peterson, Mr Johan Emil;male;-1.0;false
third;Pickard (Trembisky), Mr Berk;male;-1.0;true
third;Plotcharsky, Mr Vasil;male;-1.0;false
third;Potchett, Mr George;male;-1.0;false
third;Radeff, Mr Alexander;male;-1.0;false
third;Raibid, Mr Razi;male;-1.0;false
third;Reed, Mr James George;male;-1.0;false
third;Reynolds, Mr Harold;male;-1.0;false
third;Rice, Master Albert;male;-1.0;false
third;Rice, Master Arthur;male;-1.0;false
third;Rice, Master George;male;-1.0;false
third;Rice, Master Eric;male;-1.0;false
third;Rice, Master Eugene;male;-1.0;false
third;Rice, Mrs William;female;-1.0;false
third;Riihiivouri, Miss Sanni;female;-1.0;false
third;Rintamaki, Mr Matti;male;-1.0;false
third;Riordan, Miss Hanh;female;-1.0;true
third;Risien, Mr Samuel;male;-1.0;false
third;Risien, Mrs Samuel;female;-1.0;false
third;Robins, Mr Alexander A;male;-1.0;false
third;Robins, Mrs Alexander A;female;-1.0;false
third;Rommetvedt, Mr Karl Kristian Knut;male;-1.0;false
third;Rogers, Mr William John;male;-1.0;false
third;Rosblom, Mrs Viktor;female;-1.0;false
third;Rosblom, Miss Salli Hele;female;-1.0;false
third;Rosblom, Mr Viktor Rickard;male;-1.0;false
third;Roth, Miss Sarah;female;-1.0;true
third;Rouse, Mr Richard Henry;male;-1.0;false
third;Rush, Mr Alfred George John;male;-1.0;false
third;Ryan, Mr Edward Ryan;male;-1.0;true
third;Ryan, Mr Patrick;male;-1.0;false
third;Saad, Mr Amin;male;-1.0;false
third;Saad, Khalil;male;-1.0;true
third;Sadlier, Mr Matthew;male;-1.0;false
third;Sadowitz, Mr Harry;male;-1.0;false
third;Sage, Miss Ada;female;-1.0;false
third;Sage, Miss Constance;female;-1.0;false
third;Sage, Miss Dorothy;female;-1.0;false
third;Sage, Mr Douglas;male;-1.0;false
third;Sage, Mr Frederick;male;-1.0;false
third;Sage, Mr George;male;-1.0;false
third;Sage, Mr John;male;-1.0;false
third;Sage, Mrs John;female;-1.0;false
third;Sage, Miss Stella;female;-1.0;false
third;Sage, Thomas (child);male;-1.0;false
third;Sage, Master William;male;-1.0;false
third;Salkjelsvik, Miss An;female;-1.0;true
third;Salonen, Mr Johan Werner;male;-1.0;false
third;Samaan, Mr Elias;male;-1.0;false
third;Samaan, Mr Han;male;-1.0;false
third;Samaan, Mr Youssef;male;-1.0;false
third;Sandstrom, Miss Hjalmar;female;-1.0;true
third;Sandstrom, Miss Marguerite Rut;female;-1.0;false
third;Sather, Simon Sivertsen;male;-1.0;false
third;Saundercock, William Henry;male;-1.0;false
third;Sawyer, Mr Frederick;male;-1.0;false
third;Scanlan, Mr James;male;-1.0;false
third;Sdycoff, Mr Todor;male;-1.0;false
third;Seman Master Betros;male;-1.0;false
third;Serota, Mr Maurice;male;-1.0;false
third;Shaughnesay, Mr Patrick;male;-1.0;false
third;Shedid (Sitik), Mr Daher (Docart);male;-1.0;false
third;Sheerlinck, Mr Jean;male;-1.0;true
third;Shellard, Mr Frederick B;male;-1.0;false
third;Shine, Miss Ellen;female;-1.0;true
third;Shorney, Mr Charles;male;-1.0;false
third;Simmons, Mr John;male;-1.0;false
third;Sirayanian, Mr Arsun;male;-1.0;false
third;Sivic, Mr Husen;male;-1.0;false
third;Sivola, Mr Antti;male;-1.0;false
third;Sjoblom, Miss An Sofia;female;-1.0;true
third;Sholt, Mr Peter Andreas Lauritz Andersen;male;-1.0;false
third;Skinner, Mr Henry John;male;-1.0;false
third;Skoog, Master Harald;male;-1.0;false
third;Skoog, Master Karl;male;-1.0;false
third;Skoog, Miss Mabel;female;-1.0;false
third;Skoog, Miss Margit;female;-1.0;false
third;Skoog, Mr William;male;-1.0;false
third;Skoog, Mrs William;female;-1.0;false
third;Slabenoff, Mr Petco;male;-1.0;false
third;Slocovski, Mr Selman;male;-1.0;false
third;Smiljanovic, Mr Mile;male;-1.0;false
third;Smyth, Miss Julia;female;-1.0;true
third;Solvang, Mrs Le Jacobsen;female;-1.0;false
third;Somerton, Mr Francis William;male;-1.0;false
third;Sop, Mr Jules;male;-1.0;true
third;Spector, Mr Woolf;male;-1.0;false
third;Staneff, Mr Ivan;male;-1.0;false
third;Stankovic, Mr Jovan;male;-1.0;false
third;Stanley, Miss Amy Zilla Elsie;female;-1.0;true
third;Stanley, Mr Edward Roland;male;-1.0;false
third;Storey, Mr Thomas;male;-1.0;false
third;Stoyehoff, Mr Ilia;male;-1.0;false
third;Strandberg, Miss Ida Sofia;female;-1.0;false
third;Stranden, Mr Juho;male;-1.0;true
third;Strilic, Mr Ivan;male;-1.0;false
third;Strom, Mrs Wilhelm;female;-1.0;false
third;Strom, Miss Telma (Selma) Matilda;female;-1.0;false
third;Sunderland, Mr Victor Francis;male;-1.0;true
third;Sundman, Mr Johan Julian;male;-1.0;false
third;Sutehall, Mr Henry, Jr;male;-1.0;false
third;Svensson, Mr Johan;male;-1.0;false
third;Svensson, Mr Johan Cervin;male;-1.0;true
third;Svensson, Mr Olof;male;-1.0;false
third;Tannous, Mr Thomas;male;-1.0;false
third;Tenglin, Mr Gunr Isidor;male;-1.0;true
third;Theobald, Mr Thomas Leord;male;-1.0;false
third;Thomas, Mrs Alexander;female;-1.0;true
third;Thomas, Master Assad Alexander;male;-1.0;false
third;Thomas, Mr Charles;male;-1.0;false
third;Thomas, Mr John, Jr;male;-1.0;false
third;Thomas, Mr John (? 1st/2nd class);male;-1.0;false
third;Thomson, Mr Alexander;male;-1.0;false
third;Thorneycroft, Mr Percival;male;-1.0;false
third;Thorneycroft, Mrs Percival;female;-1.0;true
third;Tikkanen, Mr Juho;male;-1.0;false
third;Tobin, Mr Roger;male;-1.0;false
third;Todoroff, Mr Lalio;male;-1.0;false
third;Toerber, Mr Ernest William;male;-1.0;false
third;Tomlin, Mr Ernest Portage;male;-1.0;false
third;Torfa, Mr Assad;male;-1.0;false
third;Touma (Thomas), Mrs Darwin;female;-1.0;false
third;Touma (Thomas), Master George;male;-1.0;false
third;Touma (Thomas), Miss Hanh;female;-1.0;false
third;Turcin, Mr Stefan;male;-1.0;false
third;Uzelas, Mr Joso;male;-1.0;false
third;Van Billiard, Mr Austin Blyler;male;-1.0;false
third;Van Billiard, Master James William;male;-1.0;false
third;Van Billiard, Master Walter John;male;-1.0;false
third;Vassilios, Mr Catavelas;male;-1.0;false
third;Ware, Mr Frederick;male;-1.0;false
third;Warren, Mr Charles William;male;-1.0;false
third;Wazli, Mr Yousif;male;-1.0;false
third;Webber, Mr James;male;-1.0;false
third;Wennerstrom, Mr August Edvard;male;-1.0;true
third;Wenzel, Mr Linhart;male;-1.0;false
third;Willer, Mr Aaron;male;-1.0;false
third;Willey, Mr Edward;male;-1.0;false
third;Williams, Mr Howard Hugh;male;-1.0;false
third;Wiseman, Mr Phillippe;male;-1.0;false
third;Yalsevac, Mr Ivan;male;-1.0;true
third;Youssef, Mr Gerios;male;-1.0;false
third;Zabour, Miss Hileni;female;-1.0;false
third;Zabour, Miss Tamini;female;-1.0;false
